groEL_IgA,pheT_IgG,HP0520_IgA,H. Pylori114_IgA,BRLF1_IgG,Streptococcus_gallolyticus1_IgA,BDLF3_IgG,H. Pylori8_IgG,Streptococcus_gallolyticus17_IgA,Streptococcus_gallolyticus12_IgA,rpsO_IgA,HP0340_IgG,H. Pylori4_IgG,HP0318_IgG,HP1421_IgG,BLRF2_IgA,EBNA_cGST_IgG,BPLF1_IgG,BXLF1_IgG,HP1061_IgG,HP0800_IgA,flgC_IgA,H. Pylori3_IgA,BRRF1_IgG,HP1125_IgA,LF2_IgG,HP1029_IgA,H. Pylori2_IgA,HP0334_IgA,BFRF3_IgA
H. Pylori114_IgA,BRLF1_IgG,Streptococcus_gallolyticus1_IgA,BVRF2_IgA,H. Pylori8_IgG,Streptococcus_gallolyticus17_IgA,HP0340_IgG,Streptococcus_gallolyticus12_IgA,rpsO_IgA,HP0318_IgG,HP1421_IgG,HP0127_IgA,BLRF2_IgA,EBNA_cGST_IgG,BPLF1_IgG,BRRF1_IgG,H. Pylori4_IgG,BXLF1_IgG,HP1061_IgG,H. Pylori3_IgG,HP0800_IgA,flgC_IgA,H. Pylori3_IgA,HP1125_IgA,LF2_IgG,HP1065_IgA,HP1029_IgA,HP0334_IgA,H. Pylori2_IgA,BFRF3_IgA
pheT_IgG,H. Pylori114_IgA,HP0520_IgA,Streptococcus_gallolyticus1_IgA,BVRF2_IgA,BDLF3_IgG,H. Pylori8_IgG,Streptococcus_gallolyticus17_IgA,EBNA_cGST_IgG,Streptococcus_gallolyticus12_IgA,HP0340_IgG,HP0318_IgG,HP1421_IgG,HP0127_IgA,BLRF2_IgA,HP0800_IgA,flgC_IgA,H. Pylori3_IgA,BPLF1_IgG,H. Pylori4_IgG,BXLF1_IgG,HP1061_IgG,H. Pylori3_IgG,BRRF1_IgG,HP1125_IgA,LF2_IgG,HP0334_IgA,H. Pylori2_IgA,HP1029_IgA,BFRF3_IgA
H. Pylori114_IgA,HP0520_IgA,porD_IgA,BRLF1_IgG,Streptococcus_gallolyticus1_IgA,Streptococcus_gallolyticus17_IgA,BVRF2_IgA,BDLF3_IgG,H. Pylori8_IgG,HP0340_IgG,Streptococcus_gallolyticus12_IgA,HP0318_IgG,HP1421_IgG,HP0127_IgA,BLRF2_IgA,BPLF1_IgG,H. Pylori3_IgA,BXLF1_IgG,EBNA_cGST_IgG,H. Pylori4_IgG,HP1061_IgG,HP0800_IgA,H. Pylori3_IgG,flgC_IgA,BRRF1_IgG,HP1125_IgA,LF2_IgG,HP1029_IgA,HP0334_IgA,BFRF3_IgA
pheT_IgG,HP0520_IgA,porD_IgA,BRLF1_IgG,BVRF2_IgA,Streptococcus_gallolyticus1_IgA,HP0800_IgG,HP0340_IgG,Streptococcus_gallolyticus12_IgA,EBNA_cGST_IgG,HP0318_IgG,HP1421_IgG,HP0127_IgA,BLRF2_IgA,H. Pylori3_IgG,BPLF1_IgG,H. Pylori4_IgG,BXLF1_IgG,HP1061_IgG,HP0800_IgA,flgC_IgA,H. Pylori3_IgA,BRRF1_IgG,HP1125_IgA,LF2_IgG,HP1065_IgA,HP1029_IgA,HP0334_IgA,H. Pylori2_IgA,BFRF3_IgA
H. Pylori114_IgA,BRLF1_IgG,BVRF2_IgA,H. Pylori8_IgG,HP0800_IgG,HP0340_IgG,Streptococcus_gallolyticus17_IgA,rpsO_IgA,Streptococcus_gallolyticus12_IgA,HP0318_IgG,HP1421_IgG,HP0127_IgA,BLRF2_IgA,EBNA_cGST_IgG,H. Pylori4_IgG,BRRF1_IgG,BPLF1_IgG,BXLF1_IgG,HP1061_IgG,HP0800_IgA,H. Pylori3_IgG,flgC_IgA,H. Pylori3_IgA,LF2_IgG,HP1125_IgA,HP1065_IgA,HP1029_IgA,HP0334_IgA,H. Pylori2_IgA,BFRF3_IgA
pheT_IgG,HP0520_IgA,H. Pylori114_IgA,porD_IgA,BRLF1_IgG,BVRF2_IgA,BDLF3_IgG,H. Pylori8_IgG,HP0800_IgG,Streptococcus_gallolyticus17_IgA,HP0340_IgG,Streptococcus_gallolyticus12_IgA,EBNA_cGST_IgG,HP0318_IgG,BXLF1_IgG,HP1421_IgG,HP0127_IgA,BPLF1_IgG,H. Pylori4_IgG,HP1061_IgG,HP0800_IgA,flgC_IgA,H. Pylori3_IgA,BRRF1_IgG,HP1125_IgA,LF2_IgG,H. Pylori2_IgA,HP1029_IgA,HP0334_IgA,BFRF3_IgA
H. Pylori114_IgA,BRLF1_IgG,Streptococcus_gallolyticus1_IgA,BVRF2_IgA,BDLF3_IgG,HP0800_IgG,H. Pylori8_IgG,Streptococcus_gallolyticus17_IgA,HP0340_IgG,Streptococcus_gallolyticus12_IgA,HP0318_IgG,HP1421_IgG,HP0127_IgA,BLRF2_IgA,BPLF1_IgG,EBNA_cGST_IgG,BXLF1_IgG,H. Pylori4_IgG,HP1061_IgG,H. Pylori3_IgG,HP0800_IgA,flgC_IgA,H. Pylori3_IgA,BRRF1_IgG,HP1125_IgA,LF2_IgG,H. Pylori2_IgA,HP1029_IgA,HP0334_IgA,BFRF3_IgA
BVRF2_IgA,Streptococcus_gallolyticus1_IgA,BDLF3_IgG,HP0800_IgG,H. Pylori8_IgG,HP0340_IgG,Streptococcus_gallolyticus17_IgA,H. Pylori7_IgA,Streptococcus_gallolyticus12_IgA,BXLF1_IgG,HP0318_IgG,HP1421_IgG,HP0127_IgA,BLRF2_IgA,BPLF1_IgG,H. Pylori4_IgG,EBNA_cGST_IgG,HP1061_IgG,HP0800_IgA,H. Pylori3_IgG,flgC_IgA,H. Pylori3_IgA,BRRF1_IgG,HP1125_IgA,LF2_IgG,HP1065_IgA,HP1029_IgA,HP0334_IgA,H. Pylori2_IgA,BFRF3_IgA
H. Pylori114_IgA,BRLF1_IgG,BVRF2_IgA,Streptococcus_gallolyticus1_IgA,H. Pylori8_IgG,HP0800_IgG,HP0340_IgG,Streptococcus_gallolyticus17_IgA,Streptococcus_gallolyticus12_IgA,EBNA_cGST_IgG,BXLF1_IgG,HP0318_IgG,HP1421_IgG,HP0127_IgA,HP0800_IgA,BLRF2_IgA,BPLF1_IgG,BRRF1_IgG,H. Pylori4_IgG,HP1061_IgG,H. Pylori3_IgG,flgC_IgA,H. Pylori3_IgA,LF2_IgG,HP1125_IgA,HP1065_IgA,HP1029_IgA,HP0334_IgA,H. Pylori2_IgA,BFRF3_IgA
